autor_data	autor_nome	autor_endereco	autor_titulo	autor_comentario	autor_viagem
19-11-2017	ADEJALMAS C	JOINVILLE, SC	FEIRINHA	A BEIRA MAR POSSUI MUITAS ATRAÇÕES, A FEIRINHA TRÁS MUITAS OPÇÕES DE ARTESANATO E VALORES DIVERSOS, PESQUISE ENTRE AS BARRACAS	PRAIA DE IRACEMA - FORTALEZA (CE)
18-11-2017	RODRIGO M	ESTRELA, RS	LUGAR PARA CAMINHADA	AO FINAL DA TARDE SAIA PARA CAMINHAR NO CALÇADÃO DA PRAIA DE IRACEMA E VÁ ATÉ O LOCAL ONDE FICA OS BARCOS DOS PESCADORES, ALI TEM UMA FEIRA MUITO BOA.	PRAIA DE IRACEMA - FORTALEZA (CE)
18-11-2017	VALTER S	TUBARÃO, SC	PASSEIO OBRIGATÓRIO PELA ORLA	O CALÇADÃO DA ORLA MARÍTIMA É UM PASSEIO OBRIGATÓRIO, COM PARADA NAS BANQUINHAS DE ARTESANATO, PRODUTOS REGIONAIS, BRINQUEDOS E TODOS OS TIPOS DE BUGIGANGAS. NA PRAIA DE IRACEMA, UMA CAMINHADA PELO ATERRO E UM PASSEIO NOS MOLHES É IMPERDÍVEL.	PRAIA DE IRACEMA - FORTALEZA (CE)
20-11-2017	LUIZSANTOS21	RECIFE, PE	POR DO SOL, TRIBOS DIFERENTES, GASTRONOMIA E HOSPEDAGEM	NA PRAIA DE IRACEMA VOCÊ ENCONTRARÁ UMA VARIEDADE DE ATIVIDADES. A PRINCIPAL ATRAÇÃO É VER O POR DO SOL EM ALGUM DOS PIERS QUE ENTRAM PELO MAR, O QUE GARANTE LINDAS FOTOS. É BOM CHEGAR ENTRE ÀS 17H E 17H30. NO DOMINGO É O PONTO DE ENCONTRO DE VÁRIAS TRIBOS. PESSOAS DE TODAS A IDADES CAMINHAM, CORREM, PATINAM E ANDAM DE SKATE POR TODO O CALÇADÃO. ESTA PRAIA TAMBÉM É BEM SERVIDA DE HOTÉIS E RESTAURANTES, ENTÃO SE VOCÊ PROCURA UM UM BAIRRO PRA SE HOSPEDAR, PRÓXIMO DE VÁRIOS EQUIPAMENTOS, ESSE É O LUGAR. VISITA OBRIGATÓRIA!	PRAIA DE IRACEMA - FORTALEZA (CE)
18-11-2017	FLAVIM B	BRASÍLIA, DF	PRAIA RAZOÁVEL	O MAIOR ATRATIVO DESSA PRAIA É QUE ELA É PERTO DO CENTRO DA CIDADE. INFELIZMENTE É POLUÍDA E AINDA RECEBE GALERIA DE ESGOTO (OU SERIA DE ÁGUAS PLUVIAIS) OS DIRIGENTES DA CIDADE PARECE QUE NÃO TEM INTERESSE EM DESPOLUÍ-LA. POR SER PERTO DE UMA REGIÃO HOTELEIRA É BEM MOVIMENTADA E FREQUENTADA POR TURISTAS. AS BARRACAS SÃO BEM SIMPLES E NÃO CHEGAM PERTO DO CONFORTO DAS BARRACAS DA PRAIA DO FUTURO. É EXCELENTE PARA CAMINHADA DADA A BRISA DO MAR. É SÓ.	PRAIA DE IRACEMA - FORTALEZA (CE)
17-11-2017	ANA FÁTIMA B	RIO DE JANEIRO, RJ	ARTESANATO DO MERCADO CENTRAL	O MERCADO CENTRAL OFERECE INÚMERAS OPÇÕES DE ARTESANATO. A DICA É COMEÇAR A VISITA PELO ÚLTIMO ANDAR E IR DESCENDO... VALE A PENA PECHINCHAR, SEMPRE SE CONSEGUE DESCONTOS, PRINCIPALMENTE SE FOR PAGAMENTO EM DINHEIRO.	PRAIA DE IRACEMA - FORTALEZA (CE)
17-11-2017	EMERSON F	19 CONTRIBUIÇÕES	FÉRIAS	PRAIA IMPRÓPRIA PARA BANHO SEGUNDO GUIAS TURÍSTICOS. PAISAGEM LINDA PARA FOTOS, PASSEIO PELO CALÇADÃO AGRADÁVEL.	PRAIA DE IRACEMA - FORTALEZA (CE)
16-11-2017	LUCIANO T	CIANORTE, PR	LINDA VISTA DA ORLA MARÍTIMA COM AMPLAS PASSARELAS PARA VER O POR DO SOL	ENTARDECER AGRADÁVEL E TEMPERATURA AGRADÁVEL, POIS SEMPRE HÁ UMA BRISA DO MAR..VALE A PENA PASSEAR DE NOITE TAMBÉM NO ATERRO DA PRAIA E AVENIDA BEIRA MAR	PRAIA DE IRACEMA - FORTALEZA (CE)
16-11-2017	ELVISFFC	SÃO BENEDITO, CE	TRANQUILA	A PRAIA É BASTANTE TRANQUILA SEM ONDAS MUITO FORTES BOM PARA FAMÍLIAS. HÁ MUITAS BARRACAS COM GUARDA SOL ONDE VOCÊ PODE SENTAR PEFIR ALGO PARA BEBER E COMER. INDICO A BARRACA DA BOA ONDE A CERVEJA TEM UM BOM PREÇO. O PÔR DO SOL É BEM INTERESSANTE.	PRAIA DE IRACEMA - FORTALEZA (CE)
16-11-2017	RILDSON VALMONT	11 CONTRIBUIÇÕES	PRAIA  NORMAL	PRAIA DE IRACEMA NÃO SE RESUME EM SI A SÓ PRAIA, TEM MAIS QUE ISSO, O BAIRRO É BEM MOVIMENTADO MAIS CARECE DE SEGURANÇA PUBLICA ASSIM COMO TODOS OS LOCAIS DE FORTALEZA. UMA LÁSTIMA. EU FUI ASSALTADO NA PRAIA AS 4H DA TARDE EM MEIO A MUITA GENTE. E ELES ASSALTAM DE BANDO, PIOR QUE O RIO DE JANEIRO. MAS COM CUIDADO (QUE EU NAO TIVE) É BEM LEGAL. PELA TARDE NO SÁBADO A PRAÇA SE TORNA "PRAIA DOS CRUSHS", A MOLECADA VAI TODA NAMORAR POR LA, HETEROS E LGBTS TUDO JUNTOS SEM PRO, MAS NO MEIO FICA UMA GALERINHA MAL ENCARADA. NUNCA FUI MAS MEUS AMIGOS VÃO MUITO. DE DIA A PRAIA É BOA PARA O BANHO MAS COM  CUIDADO, MUITO FUNDA. TEM UNS PIERS BACANA QUE DÁ PRA IR ATÉ DENTRO DO MAR E TIRAR E APROVEITAR A VISTA DA CIDADE. OU VER O POR DO SOL NAS CADEIRAS COLOCADAS PARA TAL	PRAIA DE IRACEMA - FORTALEZA (CE)
15-11-2017	LUCIANA M	MANAUS, AM	NORMAL PARA PRAIA PRINCIPAL DE UMA CIDADE GRANDE	NORMAL. RESTAURANTES QUE FICAM À BEIRA-MAR DEIXAM A DESEJAR EM QUALIDADE, ATENDIMENTO, HIGIENE. INFRA-ESTRUTURA DO CALÇADÃO MERECE MANUTENÇÃO E REPAROS. AINDA ASSIM AGRADÁVEL PARA CAMINHAR À NOITE E CONHECER A FEIRINHA, VER O MOVIMENTO.	PRAIA DE IRACEMA - FORTALEZA (CE)
15-11-2017	WILLIANE BARROS	RECIFE, PE	TEM QUE IR.	ADOREI CONHECER. SAIR ANDANDO DE MUCURIPE PARA A PRAIA DE IRACEMA. SUPER MOVIMENTADA. CHEIA DE BARES.	PRAIA DE IRACEMA - FORTALEZA (CE)
12-11-2017	MANUELLA	TERESÓPOLIS, RJ	FÉRIAS	É BONITA A PRAIA, MAS IMPRÓPRIA PARA BANHO. TB ACHEI UM LUGAR PERIGOSO, COM POUCO POLICIAMENTO, É DESERTO!  LÁ É ONDE FICA O LETREIRO DE FORTALEZA E RENDE ÓTIMAS FOTOS.	PRAIA DE IRACEMA - FORTALEZA (CE)
9-11-2017	DANIZZZZZ	CURITIBA, PR	NORMAL	DE FATO, AS PRAIAS BONITAS NÃO ESTÃO EM FORTALEZA. IRACEMA É COMUM, BOA PARA PRÁTICA DE ESPORTES NO CALÇADÃO.	PRAIA DE IRACEMA - FORTALEZA (CE)
8-11-2017	SANDRASJR	GOIÂNIA, GO	VISITA OBRIGATÓRIA	LOCAL SUPER MOVIMENTADO, COM VARIAS OPÇÕES DE RESTAURANTES, ATIVIDADES AO AR LIVRE, FEIRINHA, ETC..	PRAIA DE IRACEMA - FORTALEZA (CE)
8-11-2017	MIRIANDOCTOR	SANTO ANDRÉ, SP	FÉRIAS EM FORTALEZA	CAMINHANDO PELA ORLA NÃO É POSSIVEL VER OS MAR POIS  AS BARRACAS IMPEDEM A VISUALIZAÇÃO. HÁ UM CHEIRO DE FRITURA CONSTANTE NO AR. O CALÇADÃO DA ORLA ESTÁ SUJO E MAL CUIDADO.ENFIM, FORTALEZA FOI UMA DECEPÇÃO: A CIDADE ESTÁ ABANDONADA.	PRAIA DE IRACEMA - FORTALEZA (CE)
7-11-2017	CLAUDIOVANIO M	12 CONTRIBUIÇÕES	LINDO LOCAL	ÓTIMO PARA UM PASSEIO NO FINAL DA TARDE COM A FAMÍLIA, LOCAL COM MUITAS OPÇÕES DE RESTAURANTES E DE DIVERSÃO PARA TODAS OS PÚBLICOS E IDADE.	PRAIA DE IRACEMA - FORTALEZA (CE)
7-11-2017	MARCIAGEANE	FORTALEZA, CE	MORO EM FORTALEZA PRÓXIMO AO LOCAL E SEMPRE PASSEIO NESTA ÁREA, BONITA, BEM AGRADÁVEL E VENTILADO.	A PRAIA DE IRACEMA É UM EXCELENTE ESPAÇO PARA CAMINHADAS E PARA VER O POR-DO-SOL. NO FIM DA TARDE VALE A PENA.	PRAIA DE IRACEMA - FORTALEZA (CE)
7-11-2017	MARCIA042014	SÃO JOSÉ DA BOA VISTA, PR	LUGAR BOM PARA CAMINHAR	LUGAR BOM PARA CAMINHADA, A NOITE TEM AS FEIRINHAS, É BEM MOVIMENTADO, TEM RESTAURANTES DE FRENTE PARA A PRAIA TB.	PRAIA DE IRACEMA - FORTALEZA (CE)
7-11-2017	DAIANE T	ERECHIM, RS	BOA PARA PASSEAR	A PRAIA NÃO É INDICADA PARA BANHO, PARA ISSO TEM A PRAIA DO FUTURO. MAS É ÓTIMA PARA UMA CAMINHADA OU UMA VOLTA DE BICICLETA, É ONDE ESTÁ O LETREIRO "CEARA". A NOITE É ONDE FICA A FEIRINHA DE ARTESANATOS E AFINS.	PRAIA DE IRACEMA - FORTALEZA (CE)
7-11-2017	RESERVAS A	3 CONTRIBUIÇÕES	VISITA A ORLA	A ORLA É LINDA!! UMA BELA VISTA!! UM POUCO DESERTA, MAS VALE O PASSEIO! GOSTAMOS MUITO, RENDE BELAS FOTOS!	PRAIA DE IRACEMA - FORTALEZA (CE)
6-11-2017	LARIGASPA	IRATI, PR	BOA PARA PASSEAR À BEIRA DA PRAIA E NAS FEIRINHAS À NOITE	A PRAIA NÃO É APROPRIADA PARA BANHO, PORÉM É UMA PARTE BADALADA DA CIDADE, ONDE À NOITE É POSSIVEL IR EM RESTAURANTES ÓTIMOS, E VISITAR AS FEIRINHAS QUE FICAM NO LOCAL.	PRAIA DE IRACEMA - FORTALEZA (CE)
5-11-2017	NILTON C	RIO DE JANEIRO, RJ	PRAIA RAZOÁVEL.	A PRAIA DE IRACEMA E UM LOCAL ONDE FOI FEITO UM ATERRO POR CAUSA DO AVANÇA DO MAR SOBRE O PASSEIO. AS AREIAS SÃO MUITO ESCURAS, EXISTEM PIER DE PEDRAS QUE ADENTRAM AO MAR. ACHO QUE EXISTEM PRAIAS MELHORES DO QUE A DE IRACEMA PARA BANHAR-SE.	PRAIA DE IRACEMA - FORTALEZA (CE)
3-11-2017	ALEXANDREGERALDES	SALTO, SP	BOM PARA CAMINHAR	LUGAR LINDO, QUE É OTIMO PARA CAMINHAR.  TEM MUITO RESTAURANTES E A VIDA NOTURNA É  BASTANTE AGITADA. UM LUGAR QUE VALI APENA VISITAR	PRAIA DE IRACEMA - FORTALEZA (CE)
19-10-2017	JOSUÉ SALGADO	BELO HORIZONTE, MG	AREIA SUJA	AREIA PRETA E SUJA DE LIXO.  A PRAIA NÃO É BOA E NEM TÃO POUCO BONITA.  NÃO DÁ PRA FICAR ALI COM CRIANÇAS	PRAIA DE IRACEMA - FORTALEZA (CE)
18-10-2017	STELAFREITAS	SALVADOR, BA	MUITO LINDA.	PRAIA LINDA, VISTA MARAVILHOSA, OTIMA PARA TIRAR FOTOS E PASSEIOS, A NOITE TAMBÉM E MUITO BONITA, LOCAL BEM VENTILADO E MOVIMENTADO.	PRAIA DE IRACEMA - FORTALEZA (CE)
18-10-2017	EDSONFREBAR	RIO DE JANEIRO, RJ	PRAIA OK	PRAIA BOA . EM FRENTE AO HOTEL QUE EU TAVA. BEM TRANQUILA ( AS ONDAS). MAS NÃO CONSEGUI RELAXAR POIS OS LOCAIS FALAM QUE É PERIGOSO POR FURTOS E ASSALTOS. NÃO VI NADA DEMAIS MAS TAMBÉM NÃO FIQUEI MUITO TEMPO.	PRAIA DE IRACEMA - FORTALEZA (CE)
18-10-2017	RODRMP	MATIAS BARBOSA, MG	PRAIA DE IRACEMA	A PRAIA DE IRACEMA É UM DOS CARTÕES POSTAIS DE FORTALEZA. NÃO É MUITO BOA PARA BANHO E TEM POUCA ESTRUTURA DE BARRACAS. MAS VALE A PENA CONHECER POR SER UM LINDO PONTO TURÍSTICO.	PRAIA DE IRACEMA - FORTALEZA (CE)
3-11-2017	ANDERSON D	41 CONTRIBUIÇÕES	PRAIA NÃO RECOMENDÁVEL PARA BANHO, PORÉM SEGURA	A PRAIA DE IRACEMA APESAR DE SER UM DOS PONTOS TURÍSTICO DA CIDADE, NÃO É TÃO PROPÍCIA PARA BANHO. NO ENTANTO, EXISTEM MUITOS POLICIAS NO ENTORNO DA PRAIA, CAUSANDO A SENSAÇÃO DE SEGURANÇA. DE DIA NÃO É TÃO MOVIMENTADA, APESAR DE EXISTIR BARRACAS AGRADÁVEIS, PORÉM DE NOITE EXISTE UM INTENSO MOVIMENTO DE PESSOAS, SENDO RECOMENDÁVEL PARA CAMINHADA, COMER ALGO, OU COMPRAR ALGO NA FEIRINHA DE ARTESANATO -  QUE POSSUI DIVERSOS ITENS PARA COMPRA COM PREÇOS ACESSÍVEIS PARA QUEM QUER PRESENTEAR OU COMPRAR ALGO PARA SI.	PRAIA DE IRACEMA - FORTALEZA (CE)
2-11-2017	EMANUELLELIBRARIAN	BELO HORIZONTE, MG	LINDA!!!	É UMA PRAIA LINDA!! TEM UMA GRANDE CAMADA DE AREIA... DÁ ATÉ PRA ESQUECER DO CALÇADÃO E DA AVENIDA. TRANSMITE SEGURANÇA... É BEM MOVIMENTADA. NO FINAL DA TARDE, O POR DO SOL É INCRÍVEL!!! VALE MUITO A VISITA. TEM UMA FEIRINHA COM BASTANTE VARIEDADE.	PRAIA DE IRACEMA - FORTALEZA (CE)
1-11-2017	MAROLIBRAGA	ESTADO DO RIO DE JANEIRO	MUITA SEGURANÇA	ESTIVE EM FORTALEZA E FIQUEI SATISFEITO COM O QUE VI EM RELAÇÃO A SEGURANÇA,ANDEI A PÉ POR TODA ORLA,MEIRELES, IRACEMA E NÁUTICOS TERMINEI NO JARDIM JAPONÊS, TODA POLICIADA BEM ILUMINADA,E UMA BOA QUANTIDADE DE PESSOAS PASSEANDO A NOITE, GOSTEI MUITO, SÓ NAO TEM UMA ESTRUTURA DE MERCADO IGUAL A ARACAJU E MACEIÓ, UM QUARTEIRÃO  PARA JÁ ENCONTRA UM MERCADO, IRACEMA FICA REFÉM  DE UM MERCADINHO CHAMADO SÃO LUIZ QUE NÃO É NADA BARATO.	PRAIA DE IRACEMA - FORTALEZA (CE)
1-11-2017	MACIEL_VIVIANE	SANTO ANDRÉ, SP	PRAIA AGRADÁVEL E BEM MOVIMENTADA	LOCAL GOSTOSO DE PASSEAR, BEM ESTRUTURADO. VÁRIOS QUIOSQUES, PREÇOS DAS CERVEJAS SÃO ÓTIMOS E TUDO BEM LIMPO.	PRAIA DE IRACEMA - FORTALEZA (CE)
1-11-2017	FERNANDODARCI	TUBARÃO, SC	AGRADÁVEL	VISITEI A PRAIA NO FINAL DE TARDE /INÍCIO DA NOITE, E GOSTEI MUITO DO AMBIENTE.  UMA GRANDE FAIXA DE AREIA E UM MAR APARENTEMENTE CALMO.	PRAIA DE IRACEMA - FORTALEZA (CE)
31-10-2017	EDCARLOS	PORTO DE GALINHAS, PE	PRAIA ORGANIZADA	PRAIA ORGANIZADA , MAIS INSEGURA , ESTRUTURA BOA MAIS SEM FISCALIZAÇÃO .	PRAIA DE IRACEMA - FORTALEZA (CE)
31-10-2017	MIGUEL	RECIFE	NÃO GOSTEI	FAZIA TEMPO QUE NÃO IA DAR UMA VOLTA NA PRAIA DE IRACEMA.	PRAIA DE IRACEMA - FORTALEZA (CE)
31-10-2017	RAFAELPAES23	CAUCAIA, CE	GOSTO BASTANTE	SEMPRE QUE POSSIVEL GOSTO DE IR , UM AMBIENTE NO QUAL PODEMOS CAMINHAR , LEVAR AS CRIANÇAS PRA BRINCAR , A VISTA DESSA PRAIA É PERFEITA , O POR DO SOL DELA ENTÃO NEM SI FALA.	PRAIA DE IRACEMA - FORTALEZA (CE)
28-10-2017	ALEXANDRE C	JABOATÃO DOS GUARARAPES, PE	NOITE BELA	UM LUGAR BEM ILUMINADO COM MUITA GENTE PASSEANDO,ANDANDO DE BIKE, PATINS,SKATE,FAZENDO CAMINHADA, EM FIM CADA UM APROVEITANDO COMO SE DEVE FAZER DE MELHOR ,PARA QUEM QUER ANDAR UM POUCO A NOITE E CONHECER A PRAIA DE IRACEMA PODE VIR AQUI VOCÊ VAI ENCONTRAR DE TUDO UM POUCO TEM A FEIRINHA TEM BARES E RESTAURANTES NAS NOITES QUE QUINTAS -FEIRAS TEM O SHOW DE HUMOR,SÓ VOCÊ VINDO PARA CONFERIR DE PERTINHO ESSAS E OUTRAS ATRAÇÕES.	PRAIA DE IRACEMA - FORTALEZA (CE)
26-10-2017	CASA33200	14 CONTRIBUIÇÕES	LINDA	MUITO BOM PRA CAMINHAR, CORRER OU SIMPLESMENTE ADMIRAR A VISTA E SENTIR NA PELE A BRISA DO MAR. ORLA COM MUITOS BARES, RESTAURANTES, FARMÁCIA, A CONHECIDA FEIRINHA DE ARTESANATOS ( MARAVILHOSA)BANCO. UMA DAS MINHAS PREFERIDAS DO NORDESTE BRASILEIRO!!	PRAIA DE IRACEMA - FORTALEZA (CE)
26-10-2017	LAURAREGINASANTANA	ARACAJU, SE	VISTA BELÍSSIMA	A PRAIA É LINDA DEMAIS, TEM UMA VISTA IMPRESSIONANTE. É UMA DAS PRAIAS MAIS LINDAS QUE VI. TEM BARRACAS PARA PASSAR O DIA SENTINDO A BRISA, E BARRAQUINHAS DE COMIDA EM TODA A ORLA À NOITE. CONTUDO, A ÁGUA PARECIA SUJA, E HAVIA CANOS QUE PARECIAM DE ESGOTO NA BEIRA DA AREIA. UMA PENA SE O MUNICÍPIO NÃO ESTIVER CUIDANDO DO SANEAMENTO BÁSICO DO PONTO MAIS TURÍSTICO DA CIDADE...	PRAIA DE IRACEMA - FORTALEZA (CE)
26-10-2017	LUCIANA168	VOLTA REDONDA, RJ	LINDO PRA CAMINHAR	A PRAIA É LINDA, POREM NO CENTRO DA CIDADE, E CONTA COM DESPEJO DE ESGOTO, NAO SENDO RECOMENDADA PRA BANHO.	PRAIA DE IRACEMA - FORTALEZA (CE)
26-10-2017	LALISE	PORTO ALEGRE, RS	IRACEMA	APESAR DOS AVISOS DE PERIGO NESTA ÁREA, CAMINHEI TODOS OS DIAS PELA BEIRA MAR DA PRAIA DE IRACEMA, É O PONTO DE LIGAÇÃO DA FORTALEZA SIMPLES E SUAS RAÍZES E DA FORTALEZA MODERNA, RICA. BOM PARA QUEM GOSTA DE CONHECER A CIDADE E SUA HISTÓRIA, VER PONTOS DIVERGENTES. QUANTO AO CUIDADO TEMOS QUE TER EM TODOS OS LUGARES.	PRAIA DE IRACEMA - FORTALEZA (CE)
26-10-2017	ANDROSLEITE	SÃO PAULO, SP	PRAIA MUITO LINDA!! ADOREI!!!	PRAIA MUITO BONITA! BEM LOCALIZADA! ADOREI CONHECER O LOCAL E INDICO!!	PRAIA DE IRACEMA - FORTALEZA (CE)
26-10-2017	RTANAKA	MANAUS, AM	TUDO TURÍSTICO E ORGANIZADO	GOSTO MUITO DO LOCAL, TEM TODAS AS ATRAÇÕES DE FORTALEZA, A PRAIA EM SI, NÃO GOSTO, É MAIS PARA IR CAMINHAR, COMER, ESPECIALMENTE, ANDAR NO CALÇADÃO, E VISITAR A FEIRINHA A NOITE. DESSA VEZ QUE FOMOS SENTIMOS QUE A FEIRINHA FICOU BEM MENOR.	PRAIA DE IRACEMA - FORTALEZA (CE)
26-10-2017	ALEXANDRESILVA1804	CABO DE SANTO AGOSTINHO, PE	MUITO BELA!	A PRAIA TEM O ATERRO ONDE SÃO REALIZADOS OS EVENTS COM GRANDE CONCENTRAÇÃO DE PESSOAS EM FORTALEZA. TEM A PONTE DOS INGLESES	PRAIA DE IRACEMA - FORTALEZA (CE)
25-10-2017	DAVID  W	2 CONTRIBUIÇÕES	VISTA PERFEITA	BOM LUGAR PARA CAMINHAR. COM UMA VISTA PERFEITA .. AMBIENTE TRANQUILO COM MUITOS TURISTAS..E MUITA GENTE BONITA.	PRAIA DE IRACEMA - FORTALEZA (CE)
25-10-2017	SIL123_13	SÃO PAULO, SP	VALE UMA BOA CAMINHADA	ESSA PRAIA LOCALIZA-SE NO CENTRO DE FORTALEZA E ALÉM DE SER BONITA NÃO CHEGA NEM PERTO DAS PRAIAS MAIS AFASTADAS. O MAR É MUITO REBELDE ALÉM DE IMPRÓPRIO PARA O BANHO. MESMO ASSIM É UMA BOA OPÇÃO PARA CAMINHAR CASO VOCÊ FIQUE NUM HOTEL NA AVENIDA BEIRA - MAR.	PRAIA DE IRACEMA - FORTALEZA (CE)
25-10-2017	DANIEL BORGES	JUIZ DE FORA, MG	ÓTIMO LUGAR PARA UMA CAMINHADA NOTURNA	ÓTIMO LUGAR PARA UMA CAMINHADA NOTURNA. A NOITE A PRAIA FICA BASTANTE MOVIMENTADA COM TODO TIPO DE PESSOAS. MUITO AGRADÁVEL.	PRAIA DE IRACEMA - FORTALEZA (CE)
24-10-2017	ROSANA N	BELO HORIZONTE, MG	ANIMADA	GOSTEI DE PASSEAR PELA AV. BEIRA MAR À NOITE E À TARDE. HAVIA MUITO MOVIMENTO, MUITA GENTE, MISSA AO AR LIVRE, FEIRA, PASSEATA. À TARDE O MAR ESTAVA BEM AGITADO, MAS DEU PARA APROVEITAR UM POUCO. VISTA MUITO BONITA.	PRAIA DE IRACEMA - FORTALEZA (CE)
22-10-2017	IL_MINASI	PONTA GROSSA, PARANA, BRAZIL	RESTAURADA	A PRAIA DE IRACEMA ESTÁ LINDA E NÃO TEM MAIS AQUELE MAL CHEIRO, SEGUNDO OS LOCAIS FOI RECUPERADO AS ÁGUAS DA POLUIÇÃO.	PRAIA DE IRACEMA - FORTALEZA (CE)
22-10-2017	CHACARA INGLESA Z	19 CONTRIBUIÇÕES	AVALIAÇÃO	BOA PRAIA AS ONDAS A TARDE FICAM FORTES MAIS DÁ PARA CURTI BASTANTE BARZINHOS PERTOS MAR LIMPO NÃO É TÃO CHEIA	PRAIA DE IRACEMA - FORTALEZA (CE)
21-10-2017	TADEU B	SINTRA, PORTUGAL	ÓTIMO PARA CAMINHADAS	A PRAIA É BONITO E ILUMINADA. MUITAS PESSOAS FAZENDO ATIVIDADES FÍSICAS SOBRETUDO À NOITE. NÃO HÁ BARRACAS NA PRAIA, MAS TEM BONS RESTAURANTES EM FRENTE AO MAR BASTANDO ATRAVESSAR A RUA.	PRAIA DE IRACEMA - FORTALEZA (CE)
21-10-2017	FRANCIELEKASSIA	RIO VERDE, GO	BOA PARA CAMINHAR	PRAIA ÓTIMA PARA CAMINHADAS A BEIRA MAR, PORÉM, SEMPRE ATENTOS, INSEGURANCA, TEM MUITOS BARES E RESTAURANTE, E GRANDE PARTE DOS HOTEIS ESTAO ALI, MAS A PRAIA NAO E PROPRIA PARA BANHO.	PRAIA DE IRACEMA - FORTALEZA (CE)
20-10-2017	BOSCO P	BELO HORIZONTE, MG	LOCAL BONITO, MAS...	A PRAIA DE IRACEMA É MUITO BOA PARA CORRER, TÊM UMA BOA PISTA DE CORRIDA, TBM ANDAR DE BIKE, É A PRAIA DA FAMOSA FEIRINHA, MUITO GRANDE E BOA, TEM BONS RESTAURANTES (COCO BAMBU), BARRACAS NA PRAIA E JUNK FOOD, ETC, MAS PARA NADAR NÃO É ACONSELHÁVEL. AH SORVETERIA 50 SABORES, VALE A IDA E JARDIM JAPONÊS.	PRAIA DE IRACEMA - FORTALEZA (CE)
20-10-2017	SAMUEL J	RIO DE JANEIRO, RJ	ÓTIMO LUGAR PARA SE HOSPEDAR	O MELHOR LUGAR QUE SE TEM PARA FICAR HOSPEDADO EM FORTALEZA. ALÉM DE TER ATRAÇÕES, BARES, PESSOAS VENDENDO PACOTES TURÍSTICOS, BONS RESTAURANTES ELA É SUPER SEGURA, POIS TEM MUITO POLICIAMENTO.	PRAIA DE IRACEMA - FORTALEZA (CE)
17-10-2017	ALEXFANINI	RIO DE JANEIRO, RJ	APENAS BELA	A VISTA DA PRAIA É MUITO BONITA.  PORÉM ESTÁ POLUÍDA E IMPRÓPRIA PARA BANHO.  NA AVENIDA BEIRA-MAR É BACANA CAMINHAR OU ANDAR DE BIKE	PRAIA DE IRACEMA - FORTALEZA (CE)
17-10-2017	CAALVIM	RECIFE, PE	LINDA PRAIA E VISTA	A PRAIA É LINDA. PODE-SE VER A ESTÁTUA DE IRACEMA E PRATICAR ATIVIDADES FÍSICAS TRANQUILAMENTE. NÃO POSSUI ESTRUTURA DE BARRACAS, O QUE É POSITIVO PRA MIM. FUJAM DA PONTE DOS INGLESES. FUI DESAVISADA E ENCONTREI UM.LOCAL COMPLETAMENTE ABANDONADO E MAL CUIDADO.. INSEGURO TB. PARA CONHECER A PRAIA, VÁ DIRETO PARA A ÁREA DO ATERRO.	PRAIA DE IRACEMA - FORTALEZA (CE)
16-10-2017	PAULA LARÍSSA D	JUAZEIRO DO NORTE, CE	BELISSIMA	PUDE CONHECER QUANDO AINDA ERA CRIANÇA E ADMITO QUE ATÉ HOJE SE EU FOR A FORTALEZA CONSIDERO A PRAIA DE IRACEMA COMO PARADA OBRIGATÓRIA	PRAIA DE IRACEMA - FORTALEZA (CE)
16-10-2017	IASMIN S	19 CONTRIBUIÇÕES	VALE A PENA	VALE CONHECER, NÃO DÁ PRA NADAR, POIS É POLUIDA, MAS TBM NÃO CHEIRA MAL, VENTA BASTANTE LÁ E TEM BASTANTE MARESIA, TEM MTAS BARRAQUINHAS DE COMIDAS AO LONGO DA ORLA, MUITO MOVIMENTADA A NOITE!	PRAIA DE IRACEMA - FORTALEZA (CE)
16-10-2017	ADEL845	SOROCABA, SP	PRAIA BONITA	FICAMOS NA PRAIA DE IRACEMA MAS NÃO ENTRAMOS NA ÁGUA POIS NÃO É MUITO APROPRIADA PARA BANHOS. É LINDA DE SE VER, PRINCIPALMENTE DA JANELA DO HOTEL HOLIDAY INN. MARAVILHA DE VISTA!	PRAIA DE IRACEMA - FORTALEZA (CE)
14-10-2017	GUSTAVO H. M	SALVADOR, BA	PRAIA BONITA	A PRAIA É BONITA E POSSUI UM BOM CALÇADÃO. NÃO ESTÁ MUITO BEM CUIDADO, MAS AINDA VALE A VISITA.NO CHATO É A SENSAÇÃO DE INSEGURANÇA. NA INTERNET SÃO COMUNS OS RELATOS DE CRIMES NESTE LOCAL.	PRAIA DE IRACEMA - FORTALEZA (CE)
13-10-2017	FRANCISCA D	35 CONTRIBUIÇÕES	FÉRIAS	A VISTA É LINDA MAIS NÃO ESTÁ  BOA PARA BANHO DE  MAR  SÓ PARA CAMINHADAS, ESPORTE,  ATIVIDADE FÍSICA E COMPRAS NAS FEIRINHAS, TOMAR ÁGUA DE COCO E UMA CERVEJINHA	PRAIA DE IRACEMA - FORTALEZA (CE)
